"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Database","Direction"
"MyD88-independent TLR4 Cascade R-HSA-166166","1/107",0.111373055412618,0.196759064562292,0,0,8.92722371967655,19.5940942147593,"MEF2C","Reactome_2022","Negative"
"MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058","1/112",0.116276419918292,0.198927550408091,0,0,8.52295152295152,18.3395591765212,"MEF2C","Reactome_2022","Negative"
"Negative Regulation Of PI3K/AKT Network R-HSA-199418","1/113",0.117253988706855,0.198927550408091,0,0,8.44642857142857,18.1041835654313,"BTC","Reactome_2022","Negative"
"Signaling By NTRK1 (TRKA) R-HSA-187037","1/114",0.118230525242544,0.198927550408091,0,0,8.37126000842815,17.8736359343561,"MEF2C","Reactome_2022","Negative"
"Platelet Degranulation R-HSA-114608","1/125",0.128904593171176,0.213498232439759,0,0,7.62442396313364,15.6200257457564,"SERPINA3","Reactome_2022","Negative"
"Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005","1/130",0.133715564511702,0.21783456537664,0,0,7.32705795496493,14.7423365302376,"SERPINA3","Reactome_2022","Negative"
"Signaling By NTRKs R-HSA-166520","1/132",0.135632842593002,0.21783456537664,0,0,7.21446746637586,14.4130900199796,"MEF2C","Reactome_2022","Negative"
"Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016","1/140",0.143261527531179,0.226276691962227,0,0,6.79650565262076,13.2061776868017,"MEF2C","Reactome_2022","Negative"
"Clathrin-mediated Endocytosis R-HSA-8856828","1/142",0.145158632579542,0.226276691962227,0,0,6.69942586963864,12.9294103520518,"BTC","Reactome_2022","Negative"
"Immune System R-HSA-168256","4/1943",0.159490430402051,0.24501428438576,0,0,2.06738868832732,3.79525293582508,"SERPINA3;MEF2C;CFHR3;LTBR","Reactome_2022","Negative"
"Toll-like Receptor Cascades R-HSA-168898","1/162",0.163910445219536,0.248207245618155,0,0,5.86128364389234,10.5997508736255,"MEF2C","Reactome_2022","Negative"
"Separation Of Sister Chromatids R-HSA-2467813","1/170",0.171300677364115,0.255744673247833,0,0,5.58157227387997,9.84776286798092,"PTTG1","Reactome_2022","Negative"
"Cytokine Signaling In Immune System R-HSA-1280215","2/702",0.179683966057583,0.264534727806998,0,0,2.754,4.72739444005095,"MEF2C;LTBR","Reactome_2022","Negative"
"ESR-mediated Signaling R-HSA-8939211","1/188",0.187701392482556,0.272552706892478,0,0,5.03972498090145,8.43097062020214,"BTC","Reactome_2022","Negative"
"Peptide Ligand-Binding Receptors R-HSA-375276","1/196",0.194890723063668,0.279167792496605,0,0,4.83101343101343,7.90023487419645,"CCL27","Reactome_2022","Negative"
"Mitotic Anaphase R-HSA-68882","1/232",0.226497810192061,0.31710548149031,0,0,4.07070707070707,6.04508142282018,"PTTG1","Reactome_2022","Negative"
"Mitotic Metaphase And Anaphase R-HSA-2555396","1/233",0.22735864710626,0.31710548149031,0,0,4.05295566502463,6.00334559820108,"PTTG1","Reactome_2022","Negative"
"Platelet Activation, Signaling And Aggregation R-HSA-76002","1/254",0.245226383834485,0.33758437255137,0,0,3.71259175607002,5.21832051226805,"SERPINA3","Reactome_2022","Negative"
"Signaling By Nuclear Receptors R-HSA-9006931","1/260",0.250258563813517,0.340094971336318,0,0,3.62548262548263,5.02223838331506,"BTC","Reactome_2022","Negative"
"PIP3 Activates AKT Signaling R-HSA-1257604","1/268",0.256918338561328,0.341711790766255,0,0,3.51542714464063,4.77745491997216,"BTC","Reactome_2022","Negative"
"RAF/MAP Kinase Cascade R-HSA-5673001","1/271",0.25940116540905,0.341711790766255,0,0,3.47583774250441,4.69022424511237,"BTC","Reactome_2022","Negative"
"Organelle Biogenesis And Maintenance R-HSA-1852241","1/275",0.262699285486415,0.341711790766255,0,0,3.42440041710115,4.57755117033826,"MEF2C","Reactome_2022","Negative"
"MAPK1/MAPK3 Signaling R-HSA-5684996","1/277",0.264343083422952,0.341711790766255,0,0,3.39924085576259,4.52271532070451,"BTC","Reactome_2022","Negative"
"Intracellular Signaling By Second Messengers R-HSA-9006925","1/306",0.28778856419072,0.367537202460437,0,0,3.07150663544106,3.82565126565759,"BTC","Reactome_2022","Negative"
"G Alpha (I) Signaling Events R-HSA-418594","1/312",0.292549480245719,0.369169582214836,0,0,3.01133057724698,3.70129104583723,"CCL27","Reactome_2022","Negative"
"MAPK Family Signaling Cascades R-HSA-5683057","1/318",0.297280008305874,0.370725657416736,0,0,2.95343247709178,3.5827522185212,"BTC","Reactome_2022","Negative"
"Class A/1 (Rhodopsin-like Receptors) R-HSA-373076","1/327",0.304319226935029,0.375091140175733,0,0,2.87058136137891,3.41506760746833,"CCL27","Reactome_2022","Negative"
"M Phase R-HSA-68886","1/380",0.344426635937052,0.419646246084225,0,0,2.46249528835281,2.6247101198781,"PTTG1","Reactome_2022","Negative"
"Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202","1/424",0.376037043657652,0.452953711678535,0,0,2.20139592480018,2.15311407302083,"BTC","Reactome_2022","Negative"
"Signaling By Interleukins R-HSA-449147","1/453",0.396069909220717,0.470476526127156,0,0,2.05710071639275,1.90521374875495,"MEF2C","Reactome_2022","Negative"
"GPCR Ligand Binding R-HSA-500792","1/458",0.399461201428718,0.470476526127156,0,0,2.03407314785871,1.86654410957118,"CCL27","Reactome_2022","Negative"
"Neutrophil Degranulation R-HSA-6798695","1/468",0.406189331435656,0.473143616837138,0,0,1.98949729784848,1.79240952763202,"SERPINA3","Reactome_2022","Negative"
"Cell Cycle, Mitotic R-HSA-69278","1/523",0.44192675471555,0.509176478259221,0,0,1.77485860244481,1.44936927819415,"PTTG1","Reactome_2022","Negative"
"Hemostasis R-HSA-109582","1/576",0.474415554610227,0.540731707405205,0,0,1.60687370600414,1.19820015785066,"SERPINA3","Reactome_2022","Negative"
"Membrane Trafficking R-HSA-199991","1/599",0.487945462783661,0.550236372926256,0,0,1.54323936932633,1.10735393414583,"BTC","Reactome_2022","Negative"
"GPCR Downstream Signaling R-HSA-388396","1/619",0.499439760230501,0.557269627204559,0,0,1.49175527816305,1.03567838354087,"CCL27","Reactome_2022","Negative"
"Vesicle-mediated Transport R-HSA-5653656","1/637",0.5095736900941,0.562654282812235,0,0,1.44818808026355,0.976340605165287,"BTC","Reactome_2022","Negative"
"Cell Cycle R-HSA-1640170","1/654",0.518964575686505,0.563228308238624,0,0,1.40924670021148,0.924352606713922,"PTTG1","Reactome_2022","Negative"
"Signal Transduction R-HSA-162582","3/2465",0.520720511390426,0.563228308238624,0,0,1.12334858266707,0.733031937204943,"BTC;MEF2C;CCL27","Reactome_2022","Negative"
"Signaling By GPCR R-HSA-372790","1/689",0.537761127332115,0.575784641385901,0,0,1.33513289036545,0.828237430228543,"CCL27","Reactome_2022","Negative"
"Cellular Responses To Stress R-HSA-2262752","1/722",0.554839856733576,0.588130248137591,0,0,1.27184466019417,0.749212851283476,"MEF2C","Reactome_2022","Negative"
"Cellular Responses To Stimuli R-HSA-8953897","1/736",0.561901902374105,0.589718828234209,0,0,1.24671201814059,0.718639709283316,"MEF2C","Reactome_2022","Negative"
"Developmental Biology R-HSA-1266738","1/1073",0.702931887073185,0.730497843428997,0,0,0.839818763326226,0.296032150806796,"MEF2C","Reactome_2022","Negative"
"Generic Transcription Pathway R-HSA-212436","1/1190",0.740834238072715,0.76241193432726,0,0,0.752493091433377,0.225731657789994,"MEF2C","Reactome_2022","Negative"
"RNA Polymerase II Transcription R-HSA-73857","1/1312",0.775419625206002,0.790331541075349,0,0,0.678035668882351,0.172459012637276,"MEF2C","Reactome_2022","Negative"
"Gene Expression (Transcription) R-HSA-74160","1/1449",0.809000766161657,0.816705535363196,0,0,0.609379110760326,0.129161202238162,"MEF2C","Reactome_2022","Negative"
"Disease R-HSA-1643685","1/1736",0.864488346196509,0.864488346196509,0,0,0.500699876492384,0.0729106414066695,"BTC","Reactome_2022","Negative"
"SRF And miRs In Smooth Muscle Differentiation And Proliferation WP1991","1/12",0.0131238993688259,0.151292853955091,0,0,86.4372294372294,374.560203730456,"MEF2C","WikiPathway_2023_Human","Negative"
"Regulation Of Sister Chromatid Separation At The Metaphase Anaphase Transition WP4240","1/15",0.0163791067947741,0.151292853955091,0,0,67.9047619047619,279.207318677518,"PTTG1","WikiPathway_2023_Human","Negative"
"Cell Differentiation Expanded Index WP2023","1/21",0.0228588048336812,0.151292853955091,0,0,47.5190476190476,179.546867822623,"MEF2C","WikiPathway_2023_Human","Negative"
"NAD Metabolism In Oncogene Induced Senescence And Mitochondrial Dysfunction Associated Senescence WP5046","1/22",0.0239347858131651,0.151292853955091,0,0,45.2539682539683,168.906925020169,"CCL27","WikiPathway_2023_Human","Negative"
"13Q12 12 Copy Number Variation WP5406","1/32",0.034632580928247,0.151292853955091,0,0,30.6405529953917,103.042966194082,"C1QTNF9","WikiPathway_2023_Human","Negative"
"Prion Disease Pathway WP3995","1/32",0.034632580928247,0.151292853955091,0,0,30.6405529953917,103.042966194082,"MEF2C","WikiPathway_2023_Human","Negative"
"Cohesin Complex Cornelia De Lange Syndrome WP5117","1/34",0.0367586678440145,0.151292853955091,0,0,28.7806637806638,95.0735042734142,"PTTG1","WikiPathway_2023_Human","Negative"
"Heart Development WP1591","1/44",0.0473222337759817,0.151292853955091,0,0,22.0764119601329,67.3501664756117,"MEF2C","WikiPathway_2023_Human","Negative"
"Energy Metabolism WP1541","1/48",0.0515166208717867,0.151292853955091,0,0,20.193515704154,59.8909544637728,"MEF2C","WikiPathway_2023_Human","Negative"
"Rett Syndrome Causing Genes WP4312","1/48",0.0515166208717867,0.151292853955091,0,0,20.193515704154,59.8909544637728,"MEF2C","WikiPathway_2023_Human","Negative"
"Vitamin B12 Metabolism WP1533","1/50",0.0536071985992548,0.151292853955091,0,0,19.3673469387755,56.6702499978695,"SERPINA3","WikiPathway_2023_Human","Negative"
"Cardiac Progenitor Differentiation WP2406","1/53",0.056734820233159,0.151292853955091,0,0,18.2472527472527,52.3580674880807,"MEF2C","WikiPathway_2023_Human","Negative"
"Endochondral Ossification WP474","1/63",0.0670891264160782,0.153346574665322,0,0,15.2964669738863,41.3269741737809,"MEF2C","WikiPathway_2023_Human","Negative"
"Endochondral Ossification With Skeletal Dysplasias WP4808","1/63",0.0670891264160782,0.153346574665322,0,0,15.2964669738863,41.3269741737809,"MEF2C","WikiPathway_2023_Human","Negative"
"Folate Metabolism WP176","1/68",0.0722255067202059,0.154081081003106,0,0,14.1513859275053,37.1893047025389,"SERPINA3","WikiPathway_2023_Human","Negative"
"MECP2 And Associated Rett Syndrome WP3584","1/73",0.077334886422763,0.154669772845526,0,0,13.1653439153439,33.6981474285834,"MEF2C","WikiPathway_2023_Human","Negative"
"Selenium Micronutrient Network WP15","1/86",0.0904938789441273,0.168011782417005,0,0,11.144537815126,26.7744519398787,"SERPINA3","WikiPathway_2023_Human","Negative"
"ErbB Signaling Pathway WP673","1/90",0.0945066276095652,0.168011782417005,0,0,10.64151952916,25.1042524346405,"BTC","WikiPathway_2023_Human","Negative"
"Gastrin Signaling Pathway WP4659","1/115",0.119206030530839,0.179722666241353,0,0,8.29741019214703,17.6477777842792,"MEF2C","WikiPathway_2023_Human","Negative"
"Cell Cycle WP179","1/120",0.124068124716087,0.179722666241353,0,0,7.94677871148459,16.5843269615311,"PTTG1","WikiPathway_2023_Human","Negative"
"Overview Of Proinflammatory And Profibrotic Mediators WP5095","1/129",0.132755403855521,0.179722666241353,0,0,7.38467261904762,14.9114773871572,"CCL27","WikiPathway_2023_Human","Negative"
"Adipogenesis WP236","1/131",0.134674710415807,0.179722666241353,0,0,7.27032967032967,14.5762327777394,"MEF2C","WikiPathway_2023_Human","Negative"
"TGF Beta Signaling Pathway WP366","1/132",0.135632842593002,0.179722666241353,0,0,7.21446746637586,14.4130900199796,"MEF2C","WikiPathway_2023_Human","Negative"
"2Q37 Copy Number Variation Syndrome WP5224","1/135",0.138501166840099,0.179722666241353,0,0,7.05188343994314,13.940702854508,"MEF2C","WikiPathway_2023_Human","Negative"
"Brain Derived Neurotrophic Factor BDNF Signaling Pathway WP2380","1/137",0.140408333001057,0.179722666241353,0,0,6.94747899159664,13.6392937943816,"MEF2C","WikiPathway_2023_Human","Negative"
"Sudden Infant Death Syndrome SIDS Susceptibility Pathways WP706","1/157",0.159259649157468,0.190501856264997,0,0,6.05067155067155,11.1164111263326,"MEF2C","WikiPathway_2023_Human","Negative"
"EGF EGFR Signaling Pathway WP437","1/159",0.161122923190507,0.190501856264997,0,0,5.97347799879445,10.9051080040461,"MEF2C","WikiPathway_2023_Human","Negative"
"Chemokine Signaling Pathway WP3929","1/165",0.166689124231873,0.190501856264997,0,0,5.75319396051103,10.307564592904,"CCL27","WikiPathway_2023_Human","Negative"
"Network Map Of SARS CoV 2 Signaling Pathway WP5115","1/218",0.214349547272807,0.236523638369994,0,0,4.33640552995392,6.67870282649617,"CCL27","WikiPathway_2023_Human","Negative"
"MAPK Signaling Pathway WP382","1/246",0.238466640433928,0.254364416462857,0,0,3.83537414965986,5.49810799114725,"MEF2C","WikiPathway_2023_Human","Negative"
"VEGFA VEGFR2 Signaling WP3888","1/430",0.380233119085396,0.385094498164778,0,0,2.16994116994117,2.09826962553991,"MEF2C","WikiPathway_2023_Human","Negative"
"Pleural Mesothelioma WP5087","1/437",0.385094498164778,0.385094498164778,0,0,2.13433813892529,2.03672743907888,"BTC","WikiPathway_2023_Human","Negative"
